Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 BOSAK Krzysztof;2 KULESZA Jakub;3 PAZIO Rafał Piotr;4 ROSS Sebastian;5 KRAJSKI Stanisław;6 PISKORZ Monika Beata;7 PAMIĘTA Marta;8 KRAJEWSKA Zuzanna Maria;9 KRZYSZTOFIK Joanna;10 JAKUBIAK Marek;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 BIEDROŃ Robert;2 SCHEURING-WIELGUS Joanna Izabela;3 PŁATEK Monika Stanisława;4 TRACZYK Adam Paweł;5 BUŹNIAK Sylwia Lidia;6 TARCZYŃSKA Anna Małgorzata;7 PELC Filip Tadeusz;8 KUBIAK Jacek Zbigniew;9 BRAITER Katarzyna Anna;10 GAWKOWSKI Krzysztof Kamil;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 CIMOSZEWICZ Włodzimierz;2 HALICKI Andrzej Witold;3 GASIUK-PIHOWICZ Kamila;4 HÜBNER Danuta Maria;5 BONI Michał Jan;6 ZIELIŃSKA Urszula Sara;7 PUDŁOWSKI Paweł Patryk;8 KALATA Edyta Teresa;9 BRZEZIŃSKA Anna Katarzyna;10 BARTOSZEWSKI Władysław Teofil;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 SARYUSZ-WOLSKI Jacek Emil;2 CZARNECKI Ryszard Henryk;3 RADZIWIŁŁ Konstanty;4 CZERWIŃSKA Anita;5 GRYGLAS Zbigniew;6 TOMASZEWSKA Ewa;7 SMIRNOW Andrzej;8 KALETA Sebastian Jerzy;9 CHOROSIŃSKA Dominika Małgorzata;10 WYPYCH Małgorzata Maria;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 ZANDBERG Adrian Tadeusz;2 NOSAL-IKONOWICZ Agata Alina;3 KUCZYŃSKA Urszula Teresa;4 WRÓBLEWSKI Giedymin;5 TOFIL-SŁAWUSZEWSKA Anna Maria;6 BIEJAT Magdalena Agnieszka;7 MIERZWA Michał Mikołaj;8 WICHA Joanna Beata;9 WALCZYŃSKI Hubert Michał;10 GRODZKA Anna;Razem;Lista nr 6 - KWW KUKIZ'15;1 TYSZKA Stanisław;2 RZYMKOWSKI Tomasz Piotr;3 TANAJNO Paweł Jan;4 WITKOWSKA Agata Joanna;5 GŁOWACKA Ewa Katarzyna;6 OLSZEWSKA Mariola Aneta;7 MODZELEWSKI Jarosław;8 WOJAKOWSKA Magdalena Maria;9 BORKOWSKI Łukasz Jan;10 JOŃCZYK Łukasz;Razem;Lista nr 7 - KWW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI;1 GWIAZDOWSKI Robert Andrzej;2 CZERWIŃSKA Ewa Barbara;3 STECZOWICZ Bartłomiej Aleksander;4 ADAMKIEWICZ Marcin Piotr;5 MELAK Zofia Emilia;6 STAŃCZUK Dunia;7 MATYJASIAK Wojciech Robert;8 BEKIER Bartłomiej Maksymilian;9 SOWIŃSKA-KOBELAK Dorota;10 ŻMIJEWSKI Bogdan;Razem
146514;1135;miasto;zakład leczniczy;Instytut Kardiologii im. Prymasa Tysiąclecia Stefana Kardynała Wyszyńskiego, Alpejska 42, 04-628 Warszawa;Wawer;Warszawa;mazowieckie;200;224;224;0;103;97;97;0;0;5;0;0;0;0;0;0;0;97;0;0;97;2;1;1;0;95;2;2;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;1;44;16;8;5;7;0;0;0;1;1;6;44;46;21;13;1;3;0;1;1;4;0;2;46;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
146514;1136;miasto;zakład leczniczy;Międzyleski Szpital Specjalistyczny w Warszawie, Bursztynowa 2, 04-749 Warszawa;Wawer;Warszawa;mazowieckie;228;227;227;0;164;64;64;0;0;1;0;0;0;0;0;0;0;64;0;0;64;1;1;0;0;63;1;0;0;0;0;0;0;1;0;0;0;1;8;5;1;0;0;0;0;0;0;2;0;8;27;14;3;4;2;0;0;0;0;0;4;27;23;13;7;1;1;0;0;0;1;0;0;23;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;1;3
146514;1137;miasto;dom pomocy społecznej;Zakład Opiekuńczo-Leczniczy, Olchy 8, 04-837 Warszawa;Wawer;Warszawa;mazowieckie;48;52;52;0;14;34;34;0;0;0;0;0;0;0;0;0;0;34;0;0;34;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;2;4;1;0;1;0;2;0;0;0;0;0;4;21;6;6;1;1;2;2;1;1;1;0;21;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;5;0;1;2;0;0;1;0;0;0;1;5
146515;1001;miasto;stały;Szkoła Podstawowa nr 174, Wesoła Plac Wojska Polskiego 28, 05-075 Warszawa;Wesoła;Warszawa;mazowieckie;1072;1383;1383;0;234;838;838;0;1;2;0;0;0;0;0;0;0;838;0;0;838;3;3;0;0;835;29;16;2;0;0;1;2;1;2;0;5;29;102;74;10;9;2;2;1;1;2;1;0;102;449;241;61;50;64;11;2;3;4;1;12;449;188;86;44;13;11;2;6;1;13;8;4;188;14;11;1;0;1;0;1;0;0;0;0;14;33;18;4;0;3;2;1;1;3;0;1;33;20;11;3;0;2;2;1;0;0;1;0;20
146515;1002;miasto;stały;Przedszkole nr 262, Wesoła ul. A. P. Łaguny 3, 05-075 Warszawa;Wesoła;Warszawa;mazowieckie;1531;2004;2002;2;260;1271;1269;2;1;8;1;1;1;0;0;0;0;1271;0;0;1271;5;2;3;0;1266;67;40;4;0;0;7;0;1;1;1;13;67;91;73;4;12;1;0;1;0;0;0;0;91;595;179;133;64;144;24;7;9;2;4;29;595;408;187;121;27;17;4;8;1;23;8;12;408;18;11;1;1;1;0;1;0;2;0;1;18;62;39;6;3;7;3;1;0;1;1;1;62;25;20;1;0;0;1;0;0;0;0;3;25
146515;1003;miasto;stały;Szkoła Podstawowa nr 171, Wesoła Armii Krajowej 39, 05-075 Warszawa;Wesoła;Warszawa;mazowieckie;1326;1728;1728;0;180;1146;1146;0;3;10;0;0;0;0;0;0;0;1146;0;0;1146;5;1;4;0;1141;45;31;0;1;0;4;0;1;1;1;6;45;93;68;12;7;2;1;3;0;0;0;0;93;487;153;89;78;98;12;0;3;8;3;43;487;447;192;142;28;9;19;10;3;26;14;4;447;11;10;1;0;0;0;0;0;0;0;0;11;48;29;4;7;1;3;0;1;0;2;1;48;10;7;1;0;0;0;2;0;0;0;0;10
146515;1004;miasto;stały;Ośrodek Kultury w Dzielnicy Wesoła m. st. Warszawy, Wesoła ul. S. Starzyńskiego 21, 05-075 Warszawa;Wesoła;Warszawa;mazowieckie;1033;1341;1340;1;148;885;885;0;0;1;0;0;0;0;0;0;0;885;0;0;885;8;2;6;0;877;54;27;6;0;0;4;1;1;1;1;13;54;93;70;13;9;0;0;0;1;0;0;0;93;346;111;51;39;85;16;9;3;1;2;29;346;331;139;120;20;15;8;2;0;12;9;6;331;6;4;1;0;0;0;0;0;0;0;1;6;37;29;2;3;0;1;2;0;0;0;0;37;10;7;0;0;0;0;1;0;0;1;1;10
146515;1005;miasto;stały;Szkoła Podstawowa nr 172, Wesoła ul. Brata Alberta 46, 05-075 Warszawa;Wesoła;Warszawa;mazowieckie;1644;2111;2110;1;299;1345;1344;1;0;14;0;0;0;0;0;0;0;1345;0;0;1345;8;3;5;0;1337;64;34;8;0;1;3;0;3;1;0;14;64;99;77;11;8;0;0;1;0;0;0;2;99;607;217;95;85;138;23;9;7;2;6;25;607;474;181;192;41;17;5;3;0;15;9;11;474;9;6;0;0;1;0;1;0;0;0;1;9;59;40;7;2;4;0;1;0;1;2;2;59;25;15;0;0;1;7;0;0;2;0;0;25
146515;1006;miasto;stały;Urząd Dzielnicy Wesoła m. st. Warszawy, Wesoła ul. 1 Praskiego Pułku WP 33, 05-075 Warszawa;Wesoła;Warszawa;mazowieckie;888;1168;1168;0;120;768;768;0;0;2;0;0;0;0;0;0;0;768;0;0;768;4;1;3;0;764;53;24;7;4;0;3;1;1;0;1;12;53;79;54;12;12;1;0;0;0;0;0;0;79;331;85;89;34;75;11;2;1;2;3;29;331;258;102;91;21;2;8;4;1;17;9;3;258;10;8;1;0;0;0;0;0;0;0;1;10;20;14;2;0;3;0;0;1;0;0;0;20;13;9;1;1;0;1;1;0;0;0;0;13
146515;1007;miasto;stały;Szkoła Podstawowa nr 173, Wesoła Trakt Brzeski 18, 05-077 Warszawa;Wesoła;Warszawa;mazowieckie;1781;2313;2312;1;158;1623;1622;1;1;14;0;0;0;0;0;0;0;1623;0;1;1622;5;2;3;0;1617;100;56;6;1;2;5;0;2;4;0;24;100;140;99;17;19;2;1;0;0;0;2;0;140;834;293;124;97;201;43;16;6;4;3;47;834;433;195;125;37;11;6;10;4;30;6;9;433;15;11;1;0;0;0;0;0;2;1;0;15;65;45;6;2;6;1;2;2;1;0;0;65;30;27;1;0;2;0;0;0;0;0;0;30
146515;1008;miasto;stały;Szkoła Podstawowa nr 353, Wesoła ul. Cieplarniana 23, 05-077 Warszawa;Wesoła;Warszawa;mazowieckie;1610;2081;2080;1;196;1414;1413;1;0;9;1;1;0;0;0;0;1;1415;1;0;1415;5;2;3;0;1410;83;48;6;0;2;6;0;3;2;0;16;83;149;106;18;17;1;0;0;0;2;2;3;149;693;222;91;105;187;36;5;4;2;2;39;693;343;138;101;27;17;4;4;3;31;9;9;343;30;21;3;4;0;0;1;0;0;0;1;30;74;43;9;7;2;6;1;1;3;1;1;74;38;26;3;0;2;5;0;0;0;1;1;38
146515;1009;miasto;stały;Szkoła Podstawowa nr 385, Wesoła Klimatyczna 1, 05-077 Warszawa;Wesoła;Warszawa;mazowieckie;1781;2216;2216;0;312;1469;1469;0;1;27;0;0;0;0;0;0;0;1469;0;0;1469;7;3;4;0;1462;76;45;9;3;0;2;0;2;2;1;12;76;169;126;14;18;1;3;3;0;1;2;1;169;707;232;115;70;194;34;4;13;3;2;40;707;388;178;104;36;9;11;7;2;16;17;8;388;29;24;3;0;0;0;0;0;0;0;2;29;66;45;6;3;3;3;2;2;0;0;2;66;27;19;2;1;0;2;0;0;0;2;1;27
146515;1010;miasto;stały;Szkoła Podstawowa nr 385, Wesoła Klimatyczna 1, 05-077 Warszawa;Wesoła;Warszawa;mazowieckie;1843;2253;2253;0;177;1666;1666;0;0;13;0;0;0;0;0;0;0;1666;0;0;1666;7;2;5;0;1659;87;42;13;0;1;4;0;1;4;0;22;87;164;111;14;30;3;0;3;0;1;2;0;164;854;288;132;101;217;33;5;14;7;7;50;854;401;183;97;30;18;9;14;1;26;13;10;401;36;28;4;2;0;0;0;1;0;0;1;36;78;58;4;6;0;3;1;1;2;1;2;78;39;30;4;0;1;2;0;0;0;1;1;39
146516;552;miasto;stały;Przedszkole nr 427, Radosna 11, 02-956 Warszawa;Wilanów;Warszawa;mazowieckie;770;990;990;0;80;690;690;0;2;5;0;0;0;0;0;0;0;690;0;0;690;1;1;0;0;689;32;17;1;1;0;3;0;0;1;0;9;32;70;55;5;8;0;0;2;0;0;0;0;70;360;141;43;38;93;14;7;4;0;6;14;360;181;96;40;13;9;1;7;1;8;4;2;181;10;5;1;3;0;0;0;0;1;0;0;10;24;12;3;1;2;2;2;0;0;1;1;24;12;9;0;0;1;2;0;0;0;0;0;12
146516;553;miasto;stały;Przedszkole nr 56, Gubinowska 28/30, 02-956 Warszawa;Wilanów;Warszawa;mazowieckie;955;1258;1258;0;122;833;833;0;2;7;0;0;0;0;0;0;0;833;0;0;833;1;1;0;0;832;29;13;0;1;1;2;0;0;1;0;11;29;79;52;8;17;1;0;0;0;0;0;1;79;448;134;64;50;140;27;1;4;1;0;27;448;224;100;63;15;8;4;8;0;18;6;2;224;15;12;1;1;0;0;0;0;0;1;0;15;26;17;5;2;2;0;0;0;0;0;0;26;11;7;3;0;0;1;0;0;0;0;0;11
146516;554;miasto;stały;Szkoła Podstawowa nr 300, Gubinowska 28/30, 02-956 Warszawa;Wilanów;Warszawa;mazowieckie;1278;1701;1698;3;139;1139;1136;3;3;10;0;0;0;0;0;0;0;1139;0;0;1139;5;2;3;0;1134;41;23;1;1;0;0;1;1;1;0;13;41;97;55;18;15;1;0;1;1;0;4;2;97;765;273;108;95;181;36;7;18;3;2;42;765;177;94;42;15;3;1;3;3;4;7;5;177;18;11;3;1;0;0;1;0;0;0;2;18;26;15;3;3;1;0;2;0;2;0;0;26;10;7;1;0;0;2;0;0;0;0;0;10
146516;555;miasto;stały;Zespół Szkół Nr 79, Wiertnicza 26, 02-952 Warszawa;Wilanów;Warszawa;mazowieckie;1231;1674;1672;2;72;1158;1156;2;1;47;1;1;0;0;0;0;1;1159;1;2;1157;3;1;2;0;1154;40;24;0;1;0;2;1;1;0;0;11;40;103;61;23;15;1;0;2;1;0;0;0;103;623;192;105;80;169;37;6;2;3;6;23;623;340;151;112;26;13;5;1;4;7;15;6;340;13;10;0;1;0;1;1;0;0;0;0;13;21;11;3;2;2;1;0;0;2;0;0;21;14;9;3;1;1;0;0;0;0;0;0;14
146516;556;miasto;stały;Przedszkole nr 416, syta 123, 02-987 Warszawa;Wilanów;Warszawa;mazowieckie;1997;2498;2493;5;198;1798;1795;3;0;45;0;0;0;0;0;0;0;1797;0;1;1796;6;1;5;0;1790;61;29;6;0;4;5;1;1;2;0;13;61;183;117;24;38;2;0;1;0;0;0;1;183;1215;327;187;196;363;55;4;12;2;6;63;1215;240;134;49;16;9;2;3;1;14;6;6;240;19;12;4;2;0;0;0;0;0;1;0;19;38;25;2;6;1;2;0;0;1;0;1;38;34;25;1;1;0;2;0;0;0;0;5;34
146516;557;miasto;stały;Zespół Szkolno-Przedszkolny Nr 3, Przyczółkowa 27, 02-968 Warszawa;Wilanów;Warszawa;mazowieckie;929;1092;1087;5;153;776;773;3;0;7;0;0;0;0;0;0;0;776;0;72;704;3;0;3;0;701;19;9;0;0;1;0;0;0;0;0;9;19;88;66;10;10;0;0;0;0;0;1;1;88;391;99;62;66;115;23;2;5;0;1;18;391;161;74;51;5;10;1;1;0;7;8;4;161;8;5;1;1;0;0;0;0;0;0;1;8;26;16;3;3;1;1;0;1;0;1;0;26;8;6;0;0;0;0;0;0;0;0;2;8
146516;558;miasto;stały;Urząd Dzielnicy Wilanów, Franciszka Klimczaka 4, 02-797 Warszawa;Wilanów;Warszawa;mazowieckie;1448;1715;1711;4;196;1252;1250;2;2;30;0;0;0;0;0;0;0;1252;0;0;1252;5;0;5;0;1247;35;23;4;0;0;0;0;1;1;0;6;35;151;94;21;28;4;0;3;1;0;0;0;151;843;226;100;119;271;48;9;10;1;4;55;843;149;75;28;11;10;4;2;0;9;8;2;149;20;16;0;1;0;0;0;1;2;0;0;20;35;22;5;1;2;2;0;1;1;0;1;35;14;9;2;1;0;1;1;0;0;0;0;14
146516;559;miasto;stały;Szkoła Podstawowa nr 169, Uprawna 9/17, 02-967 Warszawa;Wilanów;Warszawa;mazowieckie;595;703;700;3;136;459;458;1;0;4;0;0;0;0;0;0;0;459;0;0;459;2;2;0;0;457;22;14;1;0;1;3;0;0;0;1;2;22;36;27;3;4;0;1;1;0;0;0;0;36;184;57;31;26;50;5;1;1;2;0;11;184;187;97;47;12;5;3;8;0;11;3;1;187;9;8;0;1;0;0;0;0;0;0;0;9;9;6;1;0;1;0;0;1;0;0;0;9;10;8;1;0;0;0;0;0;0;0;1;10
146516;560;miasto;stały;Instytut Papieża Jana Pawła II, Prymasa Augusta Hlonda 1, 02-972 Warszawa;Wilanów;Warszawa;mazowieckie;1410;1776;1774;2;127;1283;1281;2;0;52;0;0;0;0;0;0;0;1283;0;0;1283;4;0;4;0;1279;52;26;1;1;1;2;3;0;2;0;16;52;172;106;22;31;1;2;4;1;0;3;2;172;798;211;112;100;258;39;7;20;0;6;45;798;189;103;27;20;8;3;4;3;13;3;5;189;17;11;2;2;0;0;2;0;0;0;0;17;24;16;3;3;0;1;0;0;0;0;1;24;27;25;1;0;0;0;0;0;0;1;0;27
146516;561;miasto;stały;Szkoła Podstawowa nr 358, św. U. Ledóchowskiej 10, 02-972 Warszawa;Wilanów;Warszawa;mazowieckie;1201;1621;1619;2;97;1104;1104;0;0;22;0;0;0;0;0;0;0;1103;0;0;1103;0;0;0;0;1103;35;16;3;1;0;3;1;0;0;0;11;35;139;99;8;22;4;1;0;1;2;0;2;139;702;229;83;85;219;34;4;8;3;3;34;702;135;71;25;7;3;2;4;0;14;3;6;135;17;12;0;4;0;0;0;1;0;0;0;17;46;30;5;2;4;3;0;0;2;0;0;46;29;23;0;0;1;1;3;0;1;0;0;29
146516;562;miasto;stały;Instytut Papieża Jana Pawła II, Prymasa Augusta Hlonda 1, 02-972 Warszawa;Wilanów;Warszawa;mazowieckie;1173;1426;1425;1;119;1054;1053;1;0;13;0;0;0;0;0;0;0;1053;0;0;1053;4;1;3;0;1049;28;11;2;0;2;0;1;0;0;0;12;28;130;87;16;25;1;0;1;0;0;0;0;130;691;177;91;105;229;32;10;13;1;3;30;691;133;72;22;11;3;3;1;1;12;4;4;133;14;11;1;0;1;0;0;0;1;0;0;14;28;15;4;1;3;1;1;0;1;0;2;28;25;23;0;1;0;0;0;0;1;0;0;25
146516;563;miasto;stały;Centrum Kultury Wilanów, Zygmunta Vogla 62, 02-990 Warszawa;Wilanów;Warszawa;mazowieckie;852;1013;1012;1;172;679;679;0;0;7;0;0;0;0;0;0;0;680;0;0;680;2;1;1;0;678;19;10;2;0;0;1;0;0;0;0;6;19;59;39;11;8;0;0;0;0;0;0;1;59;387;88;81;39;129;19;4;6;2;3;16;387;197;89;70;11;3;5;1;0;10;6;2;197;5;3;2;0;0;0;0;0;0;0;0;5;5;3;0;0;1;0;0;0;0;0;1;5;6;4;1;0;0;0;0;0;0;0;1;6
146516;564;miasto;stały;Szkoła Podstawowa nr 300, Gubinowska 28/30, 02-956 Warszawa;Wilanów;Warszawa;mazowieckie;1318;1623;1620;3;176;1142;1140;2;2;8;2;2;0;0;0;0;2;1144;2;1;1143;6;2;4;0;1137;40;21;2;1;2;8;1;0;0;0;5;40;104;60;13;20;3;6;1;0;0;1;0;104;686;264;126;65;168;26;3;3;0;2;29;686;268;140;78;10;2;1;8;4;14;7;4;268;12;11;0;0;1;0;0;0;0;0;0;12;20;12;5;0;1;1;0;1;0;0;0;20;7;5;0;0;0;1;0;0;0;0;1;7
146516;565;miasto;stały;Zespół Szkolno-Przedszkolny nr 3, Przyczółkowa 27, 02-968 Warszawa;Wilanów;Warszawa;mazowieckie;1008;1184;1178;6;152;856;854;2;0;11;0;0;0;0;0;0;0;856;0;0;856;6;3;3;0;850;33;20;0;1;0;2;0;3;0;0;7;33;65;45;6;14;0;0;0;0;0;0;0;65;471;125;58;84;142;26;4;4;3;4;21;471;243;113;58;20;3;1;7;1;9;27;4;243;7;4;0;0;0;0;1;1;0;0;1;7;19;11;1;2;2;2;0;0;1;0;0;19;12;9;0;0;1;0;1;0;0;0;1;12
146516;566;miasto;stały;Przedszkole nr 424, J. B. Flatta 7, 02-972 Warszawa;Wilanów;Warszawa;mazowieckie;1677;2095;2094;1;97;1580;1580;0;0;23;0;0;0;0;0;0;0;1580;0;0;1580;4;4;0;0;1576;34;22;3;0;0;1;0;0;0;0;8;34;195;117;28;44;1;2;1;0;0;0;2;195;1036;236;116;169;354;67;15;22;5;3;49;1036;194;90;33;24;6;8;4;1;14;12;2;194;31;24;2;4;0;0;0;0;0;0;1;31;54;36;6;3;4;2;1;0;1;0;1;54;32;25;1;2;0;2;1;0;0;1;0;32
146516;567;miasto;stały;Przedszkole nr 420, Św. Urszuli Ledóchowskiej 8, 02-972 Warszawa;Wilanów;Warszawa;mazowieckie;923;1045;1044;1;185;738;738;0;0;11;0;0;0;0;0;0;0;738;0;0;738;2;1;1;0;736;19;12;0;0;0;0;0;0;1;0;6;19;107;82;12;9;2;0;0;1;0;1;0;107;428;125;76;66;108;26;4;9;1;1;12;428;119;70;26;13;1;0;3;2;2;2;0;119;13;13;0;0;0;0;0;0;0;0;0;13;31;21;3;1;2;0;3;1;0;0;0;31;19;16;1;0;0;0;0;1;0;0;1;19
146516;568;miasto;stały;Szkoła Podstawowa nr 358, Św. Urszuli Ledóchowskiej 10, 02-972 Warszawa;Wilanów;Warszawa;mazowieckie;1313;1808;1805;3;90;1223;1221;2;1;30;0;0;0;0;0;0;0;1223;0;0;1223;2;1;1;0;1221;42;24;6;0;0;4;0;0;2;0;6;42;174;124;23;18;5;1;2;0;0;1;0;174;776;211;117;110;231;48;2;18;2;2;35;776;152;69;30;16;9;7;8;1;6;2;4;152;20;15;0;2;0;0;1;0;0;1;1;20;31;24;4;0;0;1;0;0;0;1;1;31;26;20;3;0;0;0;1;1;0;0;1;26
146516;569;miasto;stały;Biblioteka Publiczna, Aleja Rzeczypospolitej 14, 02-972 Warszawa;Wilanów;Warszawa;mazowieckie;1215;1428;1428;0;181;1033;1033;0;0;17;0;0;0;0;0;0;0;1034;0;0;1034;2;1;1;0;1032;41;27;6;0;1;1;0;0;0;0;6;41;161;106;15;27;4;0;2;1;2;1;3;161;656;172;90;94;203;41;3;14;1;4;34;656;108;52;25;12;1;4;0;0;7;4;3;108;12;8;1;1;0;0;1;0;0;0;1;12;21;18;0;2;0;0;1;0;0;0;0;21;33;28;0;0;0;1;1;0;0;2;1;33
146516;570;miasto;stały;Szkoła Podstawowa nr 358, Św. Urszuli Ledóchowskiej 10, 02-972 Warszawa;Wilanów;Warszawa;mazowieckie;970;1335;1335;0;90;880;880;0;0;19;0;0;0;0;0;0;0;880;0;0;880;2;2;0;0;878;39;15;7;0;0;1;1;2;0;1;12;39;115;87;15;11;1;0;0;0;0;1;0;115;526;144;72;76;174;30;5;8;2;1;14;526;118;51;23;16;7;3;2;2;8;2;4;118;5;3;0;1;0;0;0;0;0;0;1;5;49;37;5;1;1;4;0;0;0;0;1;49;26;21;2;0;0;0;0;2;0;0;1;26
146516;1138;miasto;zakład leczniczy;Szpital Medicover, Aleja Rzeczypospolitej 5, 02-972 Warszawa;Wilanów;Warszawa;mazowieckie;39;16;16;0;25;14;14;0;0;5;0;0;0;0;0;0;0;14;0;0;14;1;0;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7;2;0;1;0;0;0;0;0;0;10;2;1;0;0;1;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146517;651;miasto;stały;Miejsce Aktywności Lokalnej, Włochy ul. Rejonowa 6/8, 02-441 Warszawa;Włochy;Warszawa;mazowieckie;1108;1442;1442;0;221;887;887;0;0;7;1;1;0;0;0;0;1;888;1;0;888;1;0;1;0;887;42;24;4;0;1;5;0;0;0;0;8;42;93;68;7;11;2;0;0;0;1;1;3;93;444;144;66;58;104;29;6;13;0;2;22;444;236;93;85;26;8;5;4;1;7;3;4;236;17;12;3;0;0;0;1;0;0;1;0;17;38;21;3;4;1;4;0;1;1;0;3;38;17;11;1;0;0;1;0;0;0;2;2;17
146517;652;miasto;stały;Biblioteka Publiczna, Włochy ul. Ks. Juliana Chrościckiego 2, 02-421 Warszawa;Włochy;Warszawa;mazowieckie;766;996;996;0;141;625;625;0;1;7;0;0;0;0;0;0;0;625;0;0;625;2;2;0;0;623;35;19;4;2;0;1;0;0;0;1;8;35;67;48;10;5;2;1;1;0;0;0;0;67;287;92;31;38;79;18;5;10;0;0;14;287;199;95;56;9;9;4;4;5;13;1;3;199;3;2;0;0;0;1;0;0;0;0;0;3;15;7;0;4;2;2;0;0;0;0;0;15;17;15;1;0;0;0;0;0;0;1;0;17
146517;653;miasto;stały;Zespół Szkół Ogólnokształcących nr 17, Włochy ul. Promienista 12A, 02-428 Warszawa;Włochy;Warszawa;mazowieckie;754;984;984;0;173;581;581;0;2;4;0;0;0;0;0;0;0;580;0;0;580;7;7;0;0;573;27;15;1;1;1;2;0;0;2;1;4;27;55;30;14;9;0;1;0;0;1;0;0;55;222;73;32;16;59;16;2;3;1;0;20;222;213;92;85;11;5;2;5;0;9;1;3;213;15;13;0;1;0;0;1;0;0;0;0;15;22;10;3;3;2;2;0;1;0;0;1;22;19;15;1;0;0;1;2;0;0;0;0;19
146517;654;miasto;stały;Szkoła Podstawowa Nr 66, Włochy ul. Przepiórki 16/18, 02-407 Warszawa;Włochy;Warszawa;mazowieckie;633;821;821;0;104;529;529;0;0;4;0;0;0;0;0;0;0;529;0;0;529;1;1;0;0;528;39;19;4;1;1;0;1;3;1;0;9;39;42;34;2;3;1;0;1;0;1;0;0;42;225;81;40;19;53;4;0;6;4;4;14;225;188;79;53;12;5;3;6;0;21;5;4;188;6;5;0;0;0;0;0;0;0;0;1;6;21;12;3;0;3;1;2;0;0;0;0;21;7;6;0;0;0;0;0;1;0;0;0;7
146517;655;miasto;stały;"Artystyczny Dom Animacji ""ADA"", Włochy ul. Ks. Juliana Chrościckiego 14, 02-421 Warszawa";Włochy;Warszawa;mazowieckie;1692;2257;2255;2;329;1363;1361;2;0;22;0;0;0;0;0;0;0;1361;0;0;1361;6;5;1;0;1355;76;32;10;3;1;4;0;5;2;0;19;76;197;137;26;21;0;6;1;2;3;0;1;197;628;192;63;102;184;28;6;8;2;4;39;628;333;141;88;18;20;5;8;0;32;16;5;333;25;19;1;4;0;0;0;0;0;1;0;25;67;41;8;1;7;2;3;2;3;0;0;67;29;24;0;0;0;2;1;0;0;0;2;29
